,name,rqfactor,meaning,category,category_meaning,source,is_proper
2,PB,MARKET_VALUE / ASSET,市净率，衡量公司市场价值与账面价值的关系，用于评估公司资产的真实价值。,估值类因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
3,MC,TOTAL_MARKET_VALUE,总市值，代表企业体量，大市值公司更加具有稳定性，小市值公司具有高的波动性。,规模因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
4,lnFC,LOG(TOTAL_CIRCULATING_MARKET_VALUE),流通市值取对数，代表企业体量，大市值公司更加具有稳定性，小市值公司具有高的波动性。,规模因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
5,lnTC,LOG(TOTAL_MARKET_VALUE),总市值取对数，代表企业体量，大市值公司更加具有稳定性，小市值公司具有高的波动性。,规模因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
6,ORGR,(REVENUE_CURRENT_PERIOD - REVENUE_PREVIOUS_PERIOD) / REVENUE_PREVIOUS_PERIOD,营业总收入同比增长率，体现股票各项收入指标的增长情况。,成长因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
7,TPGR,(TOTAL_ASSETS_CURRENT_PERIOD - TOTAL_ASSETS_PREVIOUS_PERIOD) / TOTAL_ASSETS_PREVIOUS_PERIOD,总资产增长率，体现股票各项收入指标的增长情况。,成长因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
8,NAGR,(NET_ASSETS_CURRENT_PERIOD - NET_ASSETS_PREVIOUS_PERIOD) / NET_ASSETS_PREVIOUS_PERIOD,净资产增长率，体现股票各项收入指标的增长情况。,成长因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
9,NPCOGR,(NET_PROFIT_CURRENT_PERIOD - NET_PROFIT_PREVIOUS_PERIOD) / NET_PROFIT_PREVIOUS_PERIOD,归属母公司股东的净利润增长率，体现股票各项收入指标的增长情况。,成长因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
10,TAGR,(TOTAL_PROFIT_CURRENT_PERIOD - TOTAL_PROFIT_PREVIOUS_PERIOD) / TOTAL_PROFIT_PREVIOUS_PERIOD,利润总额增长率，体现股票各项收入指标的增长情况。,成长因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
11,roe_ttm,NET_PROFIT / EQUITY,权益回报率 TTM，代表了上市公司的运营能力。,质量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
12,NOCFC,NET_PROFIT / CASH_FLOW,净利润现金含量，代表了上市公司的运营能力。,质量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
13,OPR,OPERATING_PROFIT / REVENUE,营业利润率，代表了上市公司的运营能力。,质量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
14,DEGM,(GROSS_PROFIT_MARGIN_CURRENT_PERIOD - GROSS_PROFIT_MARGIN_PREVIOUS_PERIOD) / GROSS_PROFIT_MARGIN_PREVIOUS_PERIOD,毛利率增长，代表了上市公司的运营能力。,质量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
15,ROC20,(CLOSE[20] - CLOSE) / CLOSE,20 日变动速率，代表了一段时间的市场的收益率。,动量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
16,VOL10,SUM(VOLUME[10]) / SUM(CLOSE[10]),10日平均换手率，代表了一段时间的市场的收益率。,动量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
17,VOL60,SUM(VOLUME[60]) / SUM(CLOSE[60]),60日平均换手率，代表了一段时间的市场的收益率。,动量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
18,Volume1M,"(VOLUME - MEAN(VOLUME, 20)) / MEAN(VOLUME, 20)",1 个月波动因子，代表了一段时间的市场的收益率。,动量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
19,ROC60,(CLOSE[60] - CLOSE) / CLOSE,60 日变动速率，代表了一段时间的市场的收益率。,动量因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
20,earnings_yield,(FORWARD_EARNINGS / MARKET_VALUE),盈利预期因子，衡量公司盈利能力。,风格因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
21,beta,"CORRELATION(RETURN, MARKET_RETURN)",beta 因子，衡量股票相对于市场的波动性。,风格因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
22,momentum,"SUM(LOG(RETURN, 504), 21)",动量因子，衡量股票价格在一定时间内的上涨或下跌趋势。,风格因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
23,residual_volatility,"0.74 * STDDEV(RETURN, 252) + 0.16 * MAX(STDDEV(RETURN, 12), 12) + 0.10 * STDDEV(RETURN, 252)",残差波动率，衡量股票价格在一定时间内的波动幅度。,风格因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
24,leverage,0.38 * MLEV + 0.35 * DTOA + 0.27 * BLEV,杠杆因子，衡量公司财务杠杆。,风格因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
25,size,LOG(MARKET_VALUE),市值因子，衡量公司规模。,风格因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
26,PSY,"(COUNT(UP_DAYS, N) / N) * 100",心理线，衡量投资者情绪。,情绪因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
27,DAVOL20,"MEAN(VOLUME, 20) / MEAN(VOLUME, 120)",20 日平均换手率与 120日平均换手率之比，衡量投资者情绪。,情绪因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
28,TVMA20,"MEAN(VOLUME * CLOSE, 20)",20 日成交金额的移动平均值，衡量投资者情绪。,情绪因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
29,turnover_volatility,"STDDEV(VOLUME, 20) / MEAN(VOLUME, 20)",换手率相对波动率，衡量投资者情绪。,情绪因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
30,VEMA26,"EMA(VOLUME, 26)",成交量的 26 日指数移动平均，衡量投资者情绪。,情绪因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,TRUE
31,MACDC,"EMA(CLOSE, 12) - EMA(CLOSE, 26)",平滑异同移动平均线，衡量股票价格趋势。,技术因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,TRUE
32,MAC120,"MA(CLOSE, 120)",120 日移动均线，衡量股票价格趋势。,技术因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,TRUE
33,MAC60,"MA(CLOSE, 60)",60 日移动均线，衡量股票价格趋势。,技术因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,TRUE
34,MAC5,,5日移动均线，衡量股票价格趋势。,技术因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
0,EPS Growth Rate,((EPS_T3 - EPS_T0) / EPS_T0) * 100,过去三年每股盈余增长率，反映公司盈利能力的增长速度。,基本面因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
1,SPS Growth Rate,((SPS_T3 - SPS_T0) / SPS_T0) * 100,过去三年每股销售额增长率，反映公司销售收入的增长速度。,基本面因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
2,ROE Growth Rate,((ROE_T3 - ROE_T0) / ROE_T0) * 100,过去三年净资产收益率增长率，反映公司利用自有资金获得净收益的能力。,基本面因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
3,BPS Growth Rate,((BPS_T3 - BPS_T0) / BPS_T0) * 100,过去三年每股账面价值增长率，反映公司账面价值的增长速度。,基本面因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
4,Momentum,((CLOSE_T1 - CLOSE_T0) / CLOSE_T0) * 100,股票近一个月的涨跌幅，反映股票的动量。,技术因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
5,Volatility,MAX(CLOSE) - MIN(CLOSE),股票的极差波动率，反映股票价格在一定时间内的波动幅度。,技术因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
6,Turnover Rate,VOLUME / (TOTAL_SHARES * CLOSE),股票的换手率，反映股票在市场中的可交易性和易变现性。,技术因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
7,Price-to-Earnings Ratio,PRICE / EPS,市盈率，股票价格除以每股收益 (EPS)，衡量市场对公司未来盈利能力的预期。,技术因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
8,Price-to-Book Ratio,PRICE / BPS,市净率，股票价格除以每股净资产，反映公司市场价值与账面价值的关系。,技术因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
9,Price-to-Sales Ratio,PRICE / SPS,市销率，股票价格除以每股销售额，用于衡量公司销售额与股票市值的关系。,技术因子,,./resource/Zh\基于成长性的多因子选股模型的中国A股量化投资策略研究_王晓霞.pdf,FALSE
0,TECHIWC,"TECHIWC = (1 - δ?????)????? + ???????+1|??
????",TECHIWC 是一个基于技术面趋势信息的技术交易指数，由 Neely 等人（2014）提出的 14 个著名技术指标组合而成，并剔除了与预测未来股票收益无关的误差和噪声成分。,技术因子,,./resource/Zh\基于技术面趋势信息的横截面收益预测及资产定价研究_马瑶.pdf,FALSE
1,MAVD,MAVD = MAV(21) / MAV(200),MAVD 是一个基于交易量趋势信息的技术指标，定义为交易量的短期和长期移动平均线之间的差异。,技术因子,,./resource/Zh\基于技术面趋势信息的横截面收益预测及资产定价研究_马瑶.pdf,FALSE
2,PTD,"PTD = ?????,??
??,??",PTD 是一个基于价格趋势信息的综合性指标，通过计算股票 i 在 t 期的技术面指标 X 的移动平均，并标准化后得到的指标。,技术因子,,./resource/Zh\基于技术面趋势信息的横截面收益预测及资产定价研究_马瑶.pdf,FALSE
3,VTD,"VTD = ?????,??
??,??",VTD 是一个基于交易量趋势信息的综合性指标，通过计算股票 i 在 t 期的技术面指标 X 的移动平均，并标准化后得到的指标。,技术因子,,./resource/Zh\基于技术面趋势信息的横截面收益预测及资产定价研究_马瑶.pdf,FALSE
4,TTR,TTR = (最高TTrend组合的等权重收益率 - 最低TTrend组合的等权重收益率),TTR 是一个基于技术面趋势信息的综合性指标，通过将所有股票按技术面趋势指标的大小平均分为五个投资组合，并计算具有最高技术面趋势指标值特征的投资组合与具有最低技术面趋势指标值特征的投资组合之间的等权重收益差得到的指标。,技术因子,,./resource/Zh\基于技术面趋势信息的横截面收益预测及资产定价研究_马瑶.pdf,FALSE
5,FTR,FTR = (最高FTrend组合的等权重收益率 - 最低FTrend组合的等权重收益率),FTR 是一个基于基本面趋势信息的综合性指标，通过将所有股票按基本面趋势指标的大小平均分为五个投资组合，并计算具有最高基本面趋势指标值特征的投资组合与具有最低基本面趋势指标值特征的投资组合之间的等权重收益差得到的指标。,技术因子,,./resource/Zh\基于技术面趋势信息的横截面收益预测及资产定价研究_马瑶.pdf,FALSE
0,IVR,1-ABS((R^2_MF+R^2_HML+R^2_HML)/1-R^2_MF),特异度因子，反映个股近段时间被投机的程度大小，值越高说明个股的涨跌更加难以由市场收益率、市值因子收益率、账面市值比因子收益率等主要的市场风格解释，即市场层面的信息占比低，个股层面的信息占比高，表现为更加独立于市场风格、依赖其私有信息。,技术因子,,./resource/Zh\基于投机、交易行为的交易热度因子选股策略研究_胡潇潇.pdf,FALSE
1,Adjusted Turnover Rate,ln(TURNOVER_RATE)-ln(MARKET_VALUE),市值调整换手率因子，反映个股交易层面的信息，通过回归法剔除市值因子的影响，取回归残差项作为换手率代理变量，来构建市值调整换手率因子。,技术因子,,./resource/Zh\基于投机、交易行为的交易热度因子选股策略研究_胡潇潇.pdf,FALSE
2,Spread Bias,"MA((ln(PRICE)-ln(REFERENCE_PRICE)),60)",价差偏离度因子，通过股票历史涨跌的相关性找到与个股“同类”的相似股票组，若某股票近期涨幅表现明显弱于同类股票，它很有可能是被市场“忽略”的股票，短期内会有补涨的需求；相反，若某股票近期涨幅明显优于同类股票，该股票很可能被过度投机，易受补跌压力影响，从而紧接着出现负的收益率。,技术因子,,./resource/Zh\基于投机、交易行为的交易热度因子选股策略研究_胡潇潇.pdf,FALSE
3,Behavioral Index,0.5*SCORE_VR + 0.5*SCORE_AdjTurnover + 0.5*SCORE_SpreadBias,交易热度因子，通过等权重加和特异度因子、市值调整换手率因子和价差偏离度因子，构建反映个股被投机程度的综合因子。,综合因子,,./resource/Zh\基于投机、交易行为的交易热度因子选股策略研究_胡潇潇.pdf,FALSE
0,Gross Profit Margin,GROSS_PROFIT / REVENUE,衡量公司主营业务收入中扣除主营业务成本后的利润占比，反映公司的盈利能力。,基本面因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
1,Earnings Per Share,NET_INCOME / SHARES_OUTSTANDING,衡量公司每股的净利润，反映公司的盈利能力。,基本面因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
2,Net Profit Margin,NET_INCOME / REVENUE,衡量公司净利润与销售收入之比，反映公司的盈利能力。,基本面因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
3,Return on Assets,NET_INCOME / TOTAL_ASSETS,衡量公司净利润与资产总额之比，反映公司的盈利能力。,基本面因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
4,Return on Equity,NET_INCOME / EQUITY,衡量公司净利润与所有者权益之比，反映公司的盈利能力。,基本面因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
5,Operating Income Growth,(REVENUE - REVENUE_LAG) / REVENUE_LAG,衡量公司营业收入同比增长率，反映公司的成长性。,基本面因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
6,Net Income Growth,(NET_INCOME - NET_INCOME_LAG) / NET_INCOME_LAG,衡量公司净利润同比增长率，反映公司的成长性。,基本面因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
7,Turnover Rate,VOLUME / SHARES_OUTSTANDING,衡量股票买卖转手的频率，成交量与流通股本之比，反映市场的活跃程度。,技术因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
8,WAD Williams Accumulation/Distribution,"SUM((CLOSE - PRECLOSE) * VOLUME, 30)",衡量股市买气的强弱程度及未来股价展望，通过成交值与指数间的关系来反映。,技术因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
9,VMA Volume Moving Average,"MEAN(VOLUME, 30)",成交量的移动平均值，反映成交量的趋势。,技术因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
10,VEMA Volume Exponential Moving Average,"EMA(VOLUME, 30)",成交量的指数移动平均值，反映成交量的趋势。,技术因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,TRUE
11,Alpha112,"SUM((CLOSE - DELAY(CLOSE, 1) > 0 ? CLOSE - DELAY(CLOSE, 1) : 0), 12) - SUM((CLOSE - DELAY(CLOSE, 1) < 0 ? ABS(CLOSE - DELAY(CLOSE, 1)) : 0), 12) / (SUM((CLOSE - DELAY(CLOSE, 1) > 0 ? CLOSE - DELAY(CLOSE, 1) : 0), 12) + SUM((CLOSE - DELAY(CLOSE, 1) < 0 ? ABS(CLOSE - DELAY(CLOSE, 1)) : 0), 12)) * 100",基于价格和成交量数据的短周期因子，反映股票交易技术上的特征。,技术因子,,./resource/Zh\基于投资者情绪的多因子量化选股实证研究_黄越婵.pdf,FALSE
0,Earnings Yield,EPS/CLOSE,每股收益与股价的比率，反映了投资者每投入一元资金所能获得的每股收益。,基本面因子,,./resource/Zh\基于择时方法的动态多因子选股模型研究_韩营营.pdf,TRUE
1,Book-to-Market Ratio,TOTAL_ASSETS/TOTAL_STOCKS,账面价值与市场价值的比率，反映了公司资产的质量和投资价值。,基本面因子,,./resource/Zh\基于择时方法的动态多因子选股模型研究_韩营营.pdf,FALSE
2,Price-to-Sales Ratio,CLOSE/SALES,股价与销售额的比率，反映了公司销售能力和市场对其价值的认可程度。,基本面因子,,./resource/Zh\基于择时方法的动态多因子选股模型研究_韩营营.pdf,FALSE
